L1_ItemNumber,L1_ItemDescription,L1_ItemType,L1_LotNumber,L1_Job,L1_JobStatus,L2_Quantity,L2_ItemNumber,L2_ItemDescription,L2_ItemType,L2_LotNumber,L2_Job,L2_JobStatus,L3_Quantity,L3_ItemNumber,L3_ItemDescription,L3_ItemType,L3_LotNumber,L3_Job,L3_JobStatus,L4_Quantity,L4_ItemNumber,L4_ItemDescription,L4_ItemType,L4_LotNumber,L4_Job,L4_JobStatus,L5_Quantity,L5_ItemNumber,L5_ItemDescription,L5_ItemType,L5_LotNumber
UL669134MZ,unavailable,Finished Good,NUSC90O,NUSC90O,Closed,59,GV32235T5I,Helogale undulata,Sub Assembly,XI1QTKE,33PP1D3,Released,77,JZ187GWLN4,Terrapene carolina,Sub Assembly,33PP1D3,GKDZNVV,Unreleased,87,TW391QL8EW,Charadrius tricollaris,Sub Assembly,GKDZNVV,RQMXL01,Unreleased,10,LN0488KDPB,Uraeginthus angolensis,Raw Material,RQMXL01
IZ767GIG18,Eunectes sp.,Finished Good,XMQ3NYH,XMQ3NYH,Unreleased,35,UJ1902SZ74,Sula nebouxii,Sub Assembly,LX3NBM2,K9039QY,Released,97,JW592Q3SL6,Capreolus capreolus,Sub Assembly,K9039QY,DJ7RAX9,Complete,19,WH2305KAI0,Columba palumbus,Sub Assembly,DJ7RAX9,0IW857T,Complete,93,BR051SUCYA,Dasyurus maculatus,Raw Material,0IW857T
XX842ECD1B,Eumetopias jubatus,Finished Good,KXSZGOU,KXSZGOU,Released,90,AT0971JPEB,Ramphastos tucanus,Sub Assembly,GJVHRRT,J5LLECQ,Complete,83,FH43868JVJ,Phasianus colchicus,Sub Assembly,J5LLECQ,NQAD66H,Complete,74,QK16402Z38,Neotis denhami,Sub Assembly,NQAD66H,S8AGPHQ,Complete,10,BX639XZTTT,Morelia spilotes variegata,Raw Material,S8AGPHQ
MZ441ELE73,Ardea golieth,Finished Good,L59B6V9,L59B6V9,Released,85,ZO213ADVAL,Eubalaena australis,Sub Assembly,IQQPCY9,7EV3GJ4,Unreleased,75,SU2488GBJT,Ursus arctos,Sub Assembly,7EV3GJ4,DGB2TY4,Closed,45,FX536A83P7,Bassariscus astutus,Sub Assembly,DGB2TY4,3SQ2S40,Unreleased,57,CN637JCP4H,Stercorarius longicausus,Raw Material,3SQ2S40
ItemNumber,ItemDescription,Finished Good,V4F4CG2,V4F4CG2,Unreleased,11,FU119WGN5I,Cynictis penicillata,Sub Assembly,M6FCY6S,YN2LP8G,Released,12,ML469SF2K2,Halcyon smyrnesis,Sub Assembly,YN2LP8G,DXESA6D,Released,98,KU936DJAU1,Snycerus caffer,Sub Assembly,DXESA6D,BCMJKQ0,Closed,3,LE05519F6X,Cracticus nigroagularis,Raw Material,BCMJKQ0
UL669134MZ,unavailable,Finished Good,D9W85YN,D9W85YN,Complete,16,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,DT2538O,YG8GZ4X,Unreleased,62,PL3630RQA1,Tachybaptus ruficollis,Sub Assembly,YG8GZ4X,64IH2G1,Closed,18,YT94584WKQ,Cacatua tenuirostris,Sub Assembly,64IH2G1,2603VQK,Complete,66,PO895YGKTE,Marmota flaviventris,Raw Material,2603VQK
IZ767GIG18,Eunectes sp.,Finished Good,4E0JBBG,4E0JBBG,Complete,13,NL479YC3PM,Macropus agilis,Sub Assembly,OAF643V,R721OY0,Closed,15,GK022DF4QW,Lasiodora parahybana,Sub Assembly,R721OY0,MX8UQHW,Complete,1,IB285R9215,Tachyglossus aculeatus,Sub Assembly,MX8UQHW,ZEL4AIP,Unreleased,77,BA484G459D,Papio cynocephalus,Raw Material,ZEL4AIP
XX842ECD1B,Eumetopias jubatus,Finished Good,8HO9Y84,8HO9Y84,Closed,31,IX83928QKZ,Genetta genetta,Sub Assembly,82TUKEJ,91SW0E1,Unreleased,40,TT307O6LI0,Certotrichas paena,Sub Assembly,91SW0E1,FKTRM45,Unreleased,70,VW1614J2FC,Bettongia penicillata,Sub Assembly,FKTRM45,V0SMC40,Complete,55,PR5449X4IR,Mirounga angustirostris,Raw Material,V0SMC40
MZ441ELE73,Ardea golieth,Finished Good,3DN8NWR,3DN8NWR,Released,9,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,MVZQGPX,U5DD9WQ,Released,58,CO124ZSD0O,Spilogale gracilis,Sub Assembly,U5DD9WQ,Q8TQ2ON,Closed,2,LP763E05SL,Varanus komodensis,Sub Assembly,Q8TQ2ON,AG8M7IU,Closed,79,YE484MRVH0,Macropus eugenii,Raw Material,AG8M7IU
VG5951YMIZ,Phalacrocorax carbo,Finished Good,3EGAC49,3EGAC49,Unreleased,53,ZT17074KDS,Neophron percnopterus,Sub Assembly,K4XGO8R,QIZNGJS,Complete,24,FC438KLT2J,Pterocles gutturalis,Sub Assembly,QIZNGJS,T4DDPN2,Closed,37,TQ54337K6U,Petaurus breviceps,Sub Assembly,T4DDPN2,6R1Z6F1,Unreleased,65,CA694WYJ7U,Cebus nigrivittatus,Raw Material,6R1Z6F1
UL669134MZ,unavailable,Finished Good,XTEDSDK,XTEDSDK,Released,19,HI221W99HA,Manouria emys,Sub Assembly,G7L63RX,8KSZC3H,Closed,40,HP871D4F83,Callipepla gambelii,Sub Assembly,8KSZC3H,BDB5X56,Released,21,XA229T67OW,Papio cynocephalus,Sub Assembly,BDB5X56,M91XP35,Complete,81,OY742FR61T,Lepus arcticus,Raw Material,M91XP35
IZ767GIG18,Eunectes sp.,Finished Good,4N1U4T7,4N1U4T7,Closed,37,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,DB0CM6Q,EQDF3MW,Closed,51,ZD552B4JBM,Coluber constrictor foxii,Sub Assembly,EQDF3MW,Q2HVLN6,Closed,38,GZ537GBWGF,Lamprotornis superbus,Sub Assembly,Q2HVLN6,ZHNTSBX,Complete,81,LK321Y2AJW,Dasypus septemcincus,Raw Material,ZHNTSBX
XX842ECD1B,Eumetopias jubatus,Finished Good,109FY7X,109FY7X,Unreleased,81,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,M45Q5UJ,GXHEHCD,Complete,42,OJ2250C54Q,Dromaeus novaehollandiae,Sub Assembly,GXHEHCD,YRAYYIF,Unreleased,63,TW7081YXFC,Lasiodora parahybana,Sub Assembly,YRAYYIF,FUW6KGW,Released,90,LC6505LQKJ,Plectopterus gambensis,Raw Material,FUW6KGW
MZ441ELE73,Ardea golieth,Finished Good,LTAJ1HB,LTAJ1HB,Unreleased,60,QV741IG248,Haliaetus vocifer,Sub Assembly,5Y6BEWO,XMDWIKH,Released,94,OI8633SWUT,Coendou prehensilis,Sub Assembly,XMDWIKH,S5OT9E0,Unreleased,90,RT1878LUCT,Nasua narica,Sub Assembly,S5OT9E0,VMQ666V,Complete,25,SF9896BRXC,Pteronura brasiliensis,Raw Material,VMQ666V
VG5951YMIZ,Phalacrocorax carbo,Finished Good,UT7YEMZ,UT7YEMZ,Complete,35,IN009KUD12,Francolinus swainsonii,Sub Assembly,0F1CRDC,S7RR3EX,Unreleased,53,DT520ZOXYB,Macropus eugenii,Sub Assembly,S7RR3EX,MX27I4T,Closed,16,XY147VW105,Bettongia penicillata,Sub Assembly,MX27I4T,TL2RK5C,Closed,11,FW171NRXET,Cacatua tenuirostris,Raw Material,TL2RK5C
UL669134MZ,unavailable,Finished Good,DE20OX0,DE20OX0,Released,74,GV32235T5I,Helogale undulata,Sub Assembly,0IB13PB,J01ZVTR,Unreleased,91,RG598ASDO7,Trachyphonus vaillantii,Sub Assembly,J01ZVTR,OPRFV32,Released,76,HF058V4OHJ,Alopochen aegyptiacus,Sub Assembly,OPRFV32,I3U5NGM,Closed,81,EA878JXFIP,Pycnonotus nigricans,Raw Material,I3U5NGM
IZ767GIG18,Eunectes sp.,Finished Good,22D7HTO,22D7HTO,Unreleased,1,UJ1902SZ74,Sula nebouxii,Sub Assembly,Z1OXWZ0,W1PNBDL,Released,66,DH031YQ31Y,Junonia genoveua,Sub Assembly,W1PNBDL,7KZR222,Released,78,FF786NFBKQ,Alouatta seniculus,Sub Assembly,7KZR222,RW7B2I3,Unreleased,72,IR404AJOZB,Anastomus oscitans,Raw Material,RW7B2I3
XX842ECD1B,Eumetopias jubatus,Finished Good,23VESH0,23VESH0,Unreleased,26,AT0971JPEB,Ramphastos tucanus,Sub Assembly,N1W6GEY,KHAXZG3,Unreleased,79,XW73487FO8,Bubo virginianus,Sub Assembly,KHAXZG3,3N3RX4D,Complete,0,LV045GJH8R,Tyto novaehollandiae,Sub Assembly,3N3RX4D,4GHMEXU,Unreleased,28,FL335ZJ1LQ,Cacatua tenuirostris,Raw Material,4GHMEXU
MZ441ELE73,Ardea golieth,Finished Good,DBHQS5L,DBHQS5L,Complete,4,ZO213ADVAL,Eubalaena australis,Sub Assembly,FCVD5I7,RENE586,Closed,31,WR515MRIQX,Fregata magnificans,Sub Assembly,RENE586,D59SW5A,Complete,31,SI402Z20YP,Acrantophis madagascariensis,Sub Assembly,D59SW5A,NYFGQMH,Unreleased,87,HF778JO8JF,Naja haje,Raw Material,NYFGQMH
ItemNumber,ItemDescription,Finished Good,AD8DAN7,AD8DAN7,Closed,9,FU119WGN5I,Cynictis penicillata,Sub Assembly,PNNBP3L,YCB94KU,Unreleased,57,DW699P5QVC,Pelecans onocratalus,Sub Assembly,YCB94KU,A7X5XCQ,Unreleased,33,CN936IN00V,Tachybaptus ruficollis,Sub Assembly,A7X5XCQ,VAIXAZF,Released,13,DX0676WZ5T,Choloepus hoffmani,Raw Material,VAIXAZF
UL669134MZ,unavailable,Finished Good,8IV8ZQC,8IV8ZQC,Released,15,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,DNPSSQW,I80RF6T,Released,54,AJ650FB45L,Alcelaphus buselaphus caama,Sub Assembly,I80RF6T,7JNTS7L,Closed,98,CV023K1H0C,Corvus brachyrhynchos,Sub Assembly,7JNTS7L,HPUU65R,Released,48,GB4422VFTO,Paradoxurus hermaphroditus,Raw Material,HPUU65R
IZ767GIG18,Eunectes sp.,Finished Good,CFBRCA7,CFBRCA7,Closed,44,NL479YC3PM,Macropus agilis,Sub Assembly,0DCVJ10,WLI8EQ1,Complete,55,TR723MA1YJ,Platalea leucordia,Sub Assembly,WLI8EQ1,VJPEYM1,Unreleased,82,QK087ASHZR,Cereopsis novaehollandiae,Sub Assembly,VJPEYM1,LA81NE2,Unreleased,85,QR436JJNUR,Pseudoleistes virescens,Raw Material,LA81NE2
XX842ECD1B,Eumetopias jubatus,Finished Good,GKDZNVV,GKDZNVV,Complete,74,IX83928QKZ,Genetta genetta,Sub Assembly,RQMXL01,840ITUS,Released,49,GM908GVWQ5,Choloepus hoffmani,Sub Assembly,840ITUS,VBRQXWB,Released,12,HV510WY4FL,Alligator mississippiensis,Sub Assembly,VBRQXWB,X7GSVVL,Released,3,QS965ZTV0G,Tockus flavirostris,Raw Material,X7GSVVL
MZ441ELE73,Ardea golieth,Finished Good,DJ7RAX9,DJ7RAX9,Unreleased,54,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,0IW857T,2O6PXOR,Complete,20,WM417NWVWW,Vombatus ursinus,Sub Assembly,2O6PXOR,2NZ0C1F,Released,49,PV279IIHEN,Bugeranus caruncalatus,Sub Assembly,2NZ0C1F,EJMGDD8,Released,61,CW790V1M15,Lasiodora parahybana,Raw Material,EJMGDD8
VG5951YMIZ,Phalacrocorax carbo,Finished Good,NQAD66H,NQAD66H,Released,7,ZT17074KDS,Neophron percnopterus,Sub Assembly,S8AGPHQ,IMOKK21,Complete,65,YQ530V4QMY,Terrapene carolina,Sub Assembly,IMOKK21,6CBDB8B,Closed,59,ZI902K0R6A,Dasypus novemcinctus,Sub Assembly,6CBDB8B,XOU33J3,Released,59,ZQ694L5SWD,Crotalus cerastes,Raw Material,XOU33J3
UL669134MZ,unavailable,Finished Good,DGB2TY4,DGB2TY4,Complete,41,HI221W99HA,Manouria emys,Sub Assembly,3SQ2S40,5IOYPXB,Unreleased,33,MG684CDYQL,Papio ursinus,Sub Assembly,5IOYPXB,WGLBFKF,Closed,53,XQ499IH2LJ,Nyctereutes procyonoides,Sub Assembly,WGLBFKF,28OB3LE,Complete,8,AR253E056D,Corythornis cristata,Raw Material,28OB3LE
IZ767GIG18,Eunectes sp.,Finished Good,DXESA6D,DXESA6D,Closed,26,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,BCMJKQ0,4EJVTIX,Complete,44,SD943E74A0,Castor canadensis,Sub Assembly,4EJVTIX,LKU3LSG,Released,38,VO808TKLJN,Ploceus intermedius,Sub Assembly,LKU3LSG,JW3F2X8,Closed,76,ZK3118WXL8,Semnopithecus entellus,Raw Material,JW3F2X8
XX842ECD1B,Eumetopias jubatus,Finished Good,64IH2G1,64IH2G1,Complete,43,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,2603VQK,V7MGIZE,Closed,41,QX118174TB,Dusicyon thous,Sub Assembly,V7MGIZE,ZKHJNT4,Unreleased,45,JS447S4240,Merops nubicus,Sub Assembly,ZKHJNT4,B7SQNED,Complete,36,AR1914JWA5,Genetta genetta,Raw Material,B7SQNED
MZ441ELE73,Ardea golieth,Finished Good,MX8UQHW,MX8UQHW,Complete,73,QV741IG248,Haliaetus vocifer,Sub Assembly,ZEL4AIP,96LXURP,Unreleased,13,FI450JPZCV,Macropus eugenii,Sub Assembly,96LXURP,R50Q2AZ,Closed,17,KT5649IX0K,Melanerpes erythrocephalus,Sub Assembly,R50Q2AZ,90L5R7K,Released,57,KR5020J1VW,Merops nubicus,Raw Material,90L5R7K
VG5951YMIZ,Phalacrocorax carbo,Finished Good,FKTRM45,FKTRM45,Unreleased,9,IN009KUD12,Francolinus swainsonii,Sub Assembly,V0SMC40,BZ7BV64,Complete,86,HE967K2P62,Felis wiedi or Leopardus weidi,Sub Assembly,BZ7BV64,LYXKNV0,Released,89,HW8669ZL26,Tiliqua scincoides,Sub Assembly,LYXKNV0,6ARGDTH,Complete,76,YH022QCYFE,Hymenolaimus malacorhynchus,Raw Material,6ARGDTH
UL669134MZ,unavailable,Finished Good,Q8TQ2ON,Q8TQ2ON,Closed,9,GV32235T5I,Helogale undulata,Sub Assembly,AG8M7IU,BFSFSXU,Unreleased,53,UC95605J9C,Macropus robustus,Sub Assembly,BFSFSXU,18H512X,Unreleased,63,OF8838RXU6,Gopherus agassizii,Sub Assembly,18H512X,LZSTS1I,Closed,36,JT522U2P9N,Pytilia melba,Raw Material,LZSTS1I
IZ767GIG18,Eunectes sp.,Finished Good,T4DDPN2,T4DDPN2,Closed,11,UJ1902SZ74,Sula nebouxii,Sub Assembly,6R1Z6F1,CH9PL9M,Released,25,JU321C82FC,Pycnonotus barbatus,Sub Assembly,CH9PL9M,JR3O2MU,Unreleased,12,HB61332REX,Terathopius ecaudatus,Sub Assembly,JR3O2MU,CS7D0YX,Unreleased,55,ZX130LGISK,Canis aureus,Raw Material,CS7D0YX
XX842ECD1B,Eumetopias jubatus,Finished Good,BDB5X56,BDB5X56,Unreleased,14,AT0971JPEB,Ramphastos tucanus,Sub Assembly,M91XP35,8MX6ZGC,Unreleased,94,ET674G0JJH,Casmerodius albus,Sub Assembly,8MX6ZGC,3MLVFB1,Complete,98,ET741BRX0E,Connochaetus taurinus,Sub Assembly,3MLVFB1,Z4EASQE,Unreleased,96,GT582WN3GL,Ciconia episcopus,Raw Material,Z4EASQE
MZ441ELE73,Ardea golieth,Finished Good,Q2HVLN6,Q2HVLN6,Complete,24,ZO213ADVAL,Eubalaena australis,Sub Assembly,ZHNTSBX,59G8LO3,Closed,68,QW9998X5WK,Myotis lucifugus,Sub Assembly,59G8LO3,53WAMPV,Unreleased,1,AQ3654OA5T,Anthropoides paradisea,Sub Assembly,53WAMPV,I7RCY0X,Released,78,HE320CYVPK,unavailable,Raw Material,I7RCY0X
ItemNumber,ItemDescription,Finished Good,YRAYYIF,YRAYYIF,Released,98,FU119WGN5I,Cynictis penicillata,Sub Assembly,FUW6KGW,MTAZN7V,Unreleased,14,TK143QJ0LV,Trachyphonus vaillantii,Sub Assembly,MTAZN7V,HN6YM08,Released,76,PX7605QFQO,Sarkidornis melanotos,Sub Assembly,HN6YM08,YA7TLMX,Closed,45,FM1009KIK8,Macaca mulatta,Raw Material,YA7TLMX
UL669134MZ,unavailable,Finished Good,S5OT9E0,S5OT9E0,Closed,97,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,VMQ666V,X367BX4,Unreleased,24,UA700ZHN5F,Buteo regalis,Sub Assembly,X367BX4,WEWF1JE,Released,44,WV659L4OI2,Acrobates pygmaeus,Sub Assembly,WEWF1JE,GRYHG8Q,Complete,11,RL607HDG1D,Eubalaena australis,Raw Material,GRYHG8Q
IZ767GIG18,Eunectes sp.,Finished Good,MX27I4T,MX27I4T,Closed,69,NL479YC3PM,Macropus agilis,Sub Assembly,TL2RK5C,78YU7ON,Closed,79,TR202OHRJ8,Zosterops pallidus,Sub Assembly,78YU7ON,04PLSH3,Complete,39,WC0434KYW0,Gymnorhina tibicen,Sub Assembly,04PLSH3,GZSX1AO,Unreleased,32,OU285FG9RE,Laniaurius atrococcineus,Raw Material,GZSX1AO
XX842ECD1B,Eumetopias jubatus,Finished Good,OPRFV32,OPRFV32,Unreleased,91,IX83928QKZ,Genetta genetta,Sub Assembly,I3U5NGM,L6PD8NP,Closed,4,RY8076ADQX,Laniarius ferrugineus,Sub Assembly,L6PD8NP,RQ8AATA,Complete,75,OY783V5VB2,Gymnorhina tibicen,Sub Assembly,RQ8AATA,WSN208U,Released,79,AK501PAZYR,Porphyrio porphyrio,Raw Material,WSN208U
MZ441ELE73,Ardea golieth,Finished Good,7KZR222,7KZR222,Unreleased,98,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,RW7B2I3,K7WDEJG,Released,83,ZF254JDBWA,Papio cynocephalus,Sub Assembly,K7WDEJG,VXNR9GJ,Released,6,GY17140GPM,Sarkidornis melanotos,Sub Assembly,VXNR9GJ,OHGEDQS,Released,24,DH355L144W,Pseudalopex gymnocercus,Raw Material,OHGEDQS
VG5951YMIZ,Phalacrocorax carbo,Finished Good,3N3RX4D,3N3RX4D,Unreleased,80,ZT17074KDS,Neophron percnopterus,Sub Assembly,4GHMEXU,NZD0DE6,Complete,78,HT187TM346,Melophus lathami,Sub Assembly,NZD0DE6,SKCF7G6,Complete,53,NO337M6DEL,Acinynox jubatus,Sub Assembly,SKCF7G6,4BDOHUC,Unreleased,38,GK987TU64C,Pelecans onocratalus,Raw Material,4BDOHUC
UL669134MZ,unavailable,Finished Good,D59SW5A,D59SW5A,Complete,76,HI221W99HA,Manouria emys,Sub Assembly,NYFGQMH,OH545OD,Closed,82,AN106VMB9Z,Meleagris gallopavo,Sub Assembly,OH545OD,N4Z6K00,Closed,84,PC136RG01I,Acrobates pygmaeus,Sub Assembly,N4Z6K00,3QWLTWZ,Released,82,PW332Y16WY,Petaurus breviceps,Raw Material,3QWLTWZ
IZ767GIG18,Eunectes sp.,Finished Good,A7X5XCQ,A7X5XCQ,Unreleased,68,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,VAIXAZF,Q74EXEH,Unreleased,78,FF3610NQ0W,Actophilornis africanus,Sub Assembly,Q74EXEH,X3JSB0A,Released,72,LN62733J9V,Chelodina longicollis,Sub Assembly,X3JSB0A,YN9FOC1,Unreleased,63,IN578ABJFM,Colobus guerza,Raw Material,YN9FOC1
XX842ECD1B,Eumetopias jubatus,Finished Good,7JNTS7L,7JNTS7L,Unreleased,64,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,HPUU65R,S9R1PLE,Complete,54,BS508XXHRD,Spermophilus richardsonii,Sub Assembly,S9R1PLE,RCKLD6P,Released,46,NY68897M4S,Hippotragus niger,Sub Assembly,RCKLD6P,QR4WZD9,Released,15,PV051K45J9,Damaliscus dorcas,Raw Material,QR4WZD9
MZ441ELE73,Ardea golieth,Finished Good,VJPEYM1,VJPEYM1,Complete,94,QV741IG248,Haliaetus vocifer,Sub Assembly,LA81NE2,UVA91J0,Closed,79,EU290A8ENU,Ovis ammon,Sub Assembly,UVA91J0,1MGJ0QO,Released,65,OW0918ZKFP,Cyrtodactylus louisiadensis,Sub Assembly,1MGJ0QO,PI17JUW,Unreleased,27,RX929PLZ1N,Lama glama,Raw Material,PI17JUW
VG5951YMIZ,Phalacrocorax carbo,Finished Good,VBRQXWB,VBRQXWB,Unreleased,32,IN009KUD12,Francolinus swainsonii,Sub Assembly,X7GSVVL,ARJ9BTW,Released,44,ES187TFWQ2,Tursiops truncatus,Sub Assembly,ARJ9BTW,KR6RE2R,Unreleased,86,BW916GA7P8,Paraxerus cepapi,Sub Assembly,KR6RE2R,IT2LKVQ,Complete,96,LY064SNEQE,Scolopax minor,Raw Material,IT2LKVQ
UL669134MZ,unavailable,Finished Good,2NZ0C1F,2NZ0C1F,Closed,79,GV32235T5I,Helogale undulata,Sub Assembly,EJMGDD8,SD7P1M8,Released,25,JZ187GWLN4,Terrapene carolina,Sub Assembly,SD7P1M8,A7NIAOU,Unreleased,39,DG117M7VGH,Felis concolor,Sub Assembly,A7NIAOU,MQZZRR4,Closed,51,NZ156ZYWB3,Gopherus agassizii,Raw Material,MQZZRR4
IZ767GIG18,Eunectes sp.,Finished Good,6CBDB8B,6CBDB8B,Unreleased,19,UJ1902SZ74,Sula nebouxii,Sub Assembly,XOU33J3,8SOZH2I,Released,69,JW592Q3SL6,Capreolus capreolus,Sub Assembly,8SOZH2I,0W2GTLE,Closed,47,XA4282IZJI,Ardea golieth,Sub Assembly,0W2GTLE,B2HG8XM,Unreleased,45,FL4975R59Z,Microcebus murinus,Raw Material,B2HG8XM
XX842ECD1B,Eumetopias jubatus,Finished Good,WGLBFKF,WGLBFKF,Unreleased,43,AT0971JPEB,Ramphastos tucanus,Sub Assembly,28OB3LE,GOUUSBE,Released,17,FH43868JVJ,Phasianus colchicus,Sub Assembly,GOUUSBE,EV42YPB,Released,44,GM300MOOBK,Phacochoerus aethiopus,Sub Assembly,EV42YPB,U30PS5G,Unreleased,73,PF742TTTKI,Limosa haemastica,Raw Material,U30PS5G
MZ441ELE73,Ardea golieth,Finished Good,LKU3LSG,LKU3LSG,Unreleased,78,ZO213ADVAL,Eubalaena australis,Sub Assembly,JW3F2X8,Z9DE58X,Closed,89,SU2488GBJT,Ursus arctos,Sub Assembly,Z9DE58X,HJPSUX8,Unreleased,21,TU742ZI5X9,Marmota flaviventris,Sub Assembly,HJPSUX8,IY9VR2E,Unreleased,12,XI162W93KB,Choloepus hoffmani,Raw Material,IY9VR2E
ItemNumber,ItemDescription,Finished Good,ZKHJNT4,ZKHJNT4,Closed,90,FU119WGN5I,Cynictis penicillata,Sub Assembly,B7SQNED,BGW3VPB,Complete,47,ML469SF2K2,Halcyon smyrnesis,Sub Assembly,BGW3VPB,YL3NGFP,Complete,43,QM499YIS2Z,Sarcorhamphus papa,Sub Assembly,YL3NGFP,1SR4KMA,Closed,38,TK716P00YP,Casmerodius albus,Raw Material,1SR4KMA
UL669134MZ,unavailable,Finished Good,R50Q2AZ,R50Q2AZ,Unreleased,64,GN1077TGK9,Boa constrictor mexicana,Sub Assembly,90L5R7K,ILA68CY,Unreleased,100,PL3630RQA1,Tachybaptus ruficollis,Sub Assembly,ILA68CY,AXCZ7DO,Unreleased,20,HH003HH20Q,Coluber constrictor,Sub Assembly,AXCZ7DO,19ZTYTT,Unreleased,3,PY508SDYB1,Kobus leche robertsi,Raw Material,19ZTYTT
IZ767GIG18,Eunectes sp.,Finished Good,LYXKNV0,LYXKNV0,Closed,82,NL479YC3PM,Macropus agilis,Sub Assembly,6ARGDTH,LDZG0RP,Closed,98,GK022DF4QW,Lasiodora parahybana,Sub Assembly,LDZG0RP,WK6BIEB,Closed,59,AY716PAQUF,Tragelaphus angasi,Sub Assembly,WK6BIEB,QB7PUEY,Complete,64,PI408JNEOG,Ctenophorus ornatus,Raw Material,QB7PUEY
XX842ECD1B,Eumetopias jubatus,Finished Good,18H512X,18H512X,Complete,11,IX83928QKZ,Genetta genetta,Sub Assembly,LZSTS1I,SY3GHGZ,Complete,94,TT307O6LI0,Certotrichas paena,Sub Assembly,SY3GHGZ,PIH9VWP,Released,30,HI3761FZQK,Trichosurus vulpecula,Sub Assembly,PIH9VWP,ROSEGG8,Closed,8,FT9085QDQK,Phasianus colchicus,Raw Material,ROSEGG8
MZ441ELE73,Ardea golieth,Finished Good,JR3O2MU,JR3O2MU,Closed,13,MU581HY914,Cereopsis novaehollandiae,Sub Assembly,CS7D0YX,R4XAQV3,Unreleased,2,CO124ZSD0O,Spilogale gracilis,Sub Assembly,R4XAQV3,0ZTQT3C,Unreleased,92,MS833OCH3X,Ephipplorhynchus senegalensis,Sub Assembly,0ZTQT3C,S8OWSOE,Released,51,WF452QCWIJ,Gymnorhina tibicen,Raw Material,S8OWSOE
VG5951YMIZ,Phalacrocorax carbo,Finished Good,3MLVFB1,3MLVFB1,Released,7,ZT17074KDS,Neophron percnopterus,Sub Assembly,Z4EASQE,D6R4VDS,Complete,29,FC438KLT2J,Pterocles gutturalis,Sub Assembly,D6R4VDS,KL03FS5,Released,68,JW707OFWLP,Bassariscus astutus,Sub Assembly,KL03FS5,JRVSO8R,Closed,81,UH8702QMJ4,Eubalaena australis,Raw Material,JRVSO8R
UL669134MZ,unavailable,Finished Good,53WAMPV,53WAMPV,Unreleased,2,HI221W99HA,Manouria emys,Sub Assembly,I7RCY0X,0SIPRLO,Unreleased,57,HP871D4F83,Callipepla gambelii,Sub Assembly,0SIPRLO,U3R717R,Released,84,DQ958PRZ6A,Odocoileus hemionus,Sub Assembly,U3R717R,GN0CZE8,Closed,67,AG349C8ZJL,Vombatus ursinus,Raw Material,GN0CZE8
IZ767GIG18,Eunectes sp.,Finished Good,HN6YM08,HN6YM08,Unreleased,19,TW138D0O1G,Toxostoma curvirostre,Sub Assembly,YA7TLMX,35LY3B0,Released,92,ZD552B4JBM,Coluber constrictor foxii,Sub Assembly,35LY3B0,UTLWVL5,Unreleased,57,JM823IX0MZ,Ploceus intermedius,Sub Assembly,UTLWVL5,TRH2F9U,Closed,1,GC519WC7YZ,Leptoptilus dubius,Raw Material,TRH2F9U
XX842ECD1B,Eumetopias jubatus,Finished Good,WEWF1JE,WEWF1JE,Complete,57,AN397S5RSI,Phalaropus fulicarius,Sub Assembly,GRYHG8Q,QPCPYKL,Released,50,OJ2250C54Q,Dromaeus novaehollandiae,Sub Assembly,QPCPYKL,4Z6E21F,Complete,72,TD103R0KAU,Notechis semmiannulatus,Sub Assembly,4Z6E21F,QAVIAEZ,Complete,22,BN183RD6U8,Larus dominicanus,Raw Material,QAVIAEZ
MZ441ELE73,Ardea golieth,Finished Good,04PLSH3,04PLSH3,Unreleased,31,QV741IG248,Haliaetus vocifer,Sub Assembly,GZSX1AO,KK55NVQ,Complete,99,OI8633SWUT,Coendou prehensilis,Sub Assembly,KK55NVQ,4EZH6A2,Released,27,SW8825VFOO,Butorides striatus,Sub Assembly,4EZH6A2,ZZ9L1PI,Unreleased,19,PB386OMJV5,Varanus sp.,Raw Material,ZZ9L1PI
VG5951YMIZ,Phalacrocorax carbo,Finished Good,RQ8AATA,RQ8AATA,Complete,5,IN009KUD12,Francolinus swainsonii,Sub Assembly,WSN208U,4D55RE5,Unreleased,85,DT520ZOXYB,Macropus eugenii,Sub Assembly,4D55RE5,BY62OLI,Released,67,DY819J4N02,Limnocorax flavirostra,Sub Assembly,BY62OLI,DMTX6BZ,Closed,39,MZ417R2LS2,Antilope cervicapra,Raw Material,DMTX6BZ
